,symboling,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,marque,modele
12,0,gas,std,two,sedan,rwd,front,2570.48,53.88864000000001,1.6459199999999998,1.37922,1229.23432,ohc,six,2.6874844,mpfi,84.074,81.026,9.0,121,4250,11.200695238095237,8.400521428571428,18873.0,bmw,x1
13,0,gas,std,four,sedan,rwd,front,2570.48,53.88864000000001,1.6459199999999998,1.37922,1254.18188,ohc,six,2.6874844,mpfi,84.074,81.026,9.0,121,4250,11.200695238095237,8.400521428571428,18994.5,bmw,x3
14,1,gas,std,four,sedan,rwd,front,2628.8999999999996,57.607200000000006,1.69926,1.41478,1385.72356,ohc,six,2.6874844,mpfi,84.074,81.026,9.0,121,4250,11.760729999999999,9.408584,22108.5,bmw,z4
15,0,gas,std,four,sedan,rwd,front,2628.8999999999996,57.607200000000006,1.69926,1.41478,1465.10216,ohc,six,3.4249039000000003,mpfi,91.948,86.106,8.0,182,5400,14.7009125,10.691572727272726,27684.0,bmw,x4
16,0,gas,std,two,sedan,rwd,front,2628.8999999999996,59.070240000000005,1.72466,1.36398,1533.14096,ohc,six,3.4249039000000003,mpfi,91.948,86.106,8.0,182,5400,14.7009125,10.691572727272726,37183.5,bmw,x5
17,0,gas,std,four,sedan,rwd,front,2794.0,60.0456,1.8008600000000001,1.4300199999999998,1589.83996,ohc,six,3.4249039000000003,mpfi,91.948,86.106,8.0,182,5400,15.680973333333332,11.760729999999999,33192.0,bmw,x3
18,2,gas,std,two,hatchback,fwd,front,2245.36,43.00728,1.5316199999999998,1.35128,674.944896,l,three,0.9996131000000001,2bbl,73.914,76.96199999999999,9.5,48,5100,5.004565957446808,4.4380113207547165,4635.900000000001,chevrolet,impala
19,1,gas,std,two,hatchback,fwd,front,2400.2999999999997,47.51832,1.61544,1.3208,850.0314079999999,ohc,four,1.4748390000000002,2bbl,76.96199999999999,78.99399999999999,9.6,70,5400,6.189857894736842,5.4701069767441854,5665.5,chevrolet,montecarlo
20,0,gas,std,four,sedan,fwd,front,2400.2999999999997,48.402240000000006,1.61544,1.3208,865.907128,ohc,four,1.4748390000000002,2bbl,76.96199999999999,78.99399999999999,9.6,70,5400,6.189857894736842,5.4701069767441854,5917.5,chevrolet,vega2300
21,1,gas,std,two,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.29032,850.938592,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.41,68,5500,6.357151351351351,5.736941463414634,5014.8,dodge,rampage
22,1,gas,std,two,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.29032,850.938592,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,5739.3,dodge,challengerse
23,1,gas,turbo,two,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.29032,965.243776,ohc,four,1.6059358000000001,mpfi,76.96199999999999,86.106,7.6,102,5500,9.800608333333333,7.840486666666666,7161.3,dodge,d200
24,1,gas,std,four,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.28524,892.215464,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,5606.1,dodge,monaco(sw)
25,1,gas,std,four,sedan,fwd,front,2379.98,47.945040000000006,1.62052,1.28524,902.194488,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,6022.8,dodge,colthardtop
26,1,gas,std,four,sedan,fwd,front,2379.98,47.945040000000006,1.62052,1.28524,902.194488,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,6848.1,dodge,colt(sw)
27,1,gas,turbo,two,sedan,fwd,front,2379.98,47.945040000000006,1.62052,1.28524,993.820072,ohc,four,1.6059358000000001,mpfi,76.96199999999999,86.106,7.6,102,5500,9.800608333333333,7.840486666666666,7702.2,dodge,coronetcustom
28,-1,gas,std,four,wagon,fwd,front,2623.8199999999997,53.21808,1.6408399999999999,1.5189199999999998,1149.85572,ohc,four,1.9992262000000003,2bbl,84.836,87.884,8.5,88,5000,9.800608333333333,7.840486666666666,8028.900000000001,dodge,dartcustom
29,3,gas,turbo,two,hatchback,fwd,front,2435.86,52.79136,1.6840199999999999,1.27508,1275.047112,ohc,four,2.5563876000000003,mfi,91.44,99.05999999999999,7.0,145,5000,12.379715789473684,9.800608333333333,11667.6,dodge,coronetcustom(sw)
30,2,gas,std,two,hatchback,fwd,front,2199.64,44.07408,1.62306,1.29032,777.003096,ohc,four,1.5076132000000002,1bbl,73.914,86.614,9.6,58,4800,4.800297959183673,4.3558259259259255,5831.1,honda,civic
31,2,gas,std,two,hatchback,fwd,front,2199.64,44.07408,1.62306,1.29032,825.083848,ohc,four,1.5076132000000002,1bbl,73.914,86.614,9.2,76,6000,7.587567741935484,6.189857894736842,6169.5,honda,civiccvcc
32,1,gas,std,two,hatchback,fwd,front,2379.98,45.72,1.6256,1.33604,833.248504,ohc,four,1.2945809000000001,1bbl,73.914,77.978,10.1,60,5500,6.189857894736842,5.600347619047619,4859.1,honda,civic
33,1,gas,std,two,hatchback,fwd,front,2379.98,45.72,1.6256,1.33604,879.96848,ohc,four,1.5076132000000002,1bbl,73.914,86.614,9.2,76,6000,7.840486666666666,6.918076470588235,5876.1,honda,accordcvcc
34,1,gas,std,two,hatchback,fwd,front,2379.98,45.72,1.6256,1.33604,887.225952,ohc,four,1.5076132000000002,1bbl,73.914,86.614,9.2,76,6000,7.840486666666666,6.918076470588235,6416.1,honda,civiccvcc
35,0,gas,std,four,sedan,fwd,front,2451.1,49.804320000000004,1.6256,1.3842999999999999,911.71992,ohc,four,1.5076132000000002,1bbl,73.914,86.614,9.2,76,6000,7.840486666666666,6.918076470588235,6565.5,honda,accordlx
36,0,gas,std,four,wagon,fwd,front,2451.1,47.88408,1.62306,1.4808199999999998,918.070208,ohc,four,1.5076132000000002,1bbl,74.16799999999999,86.614,9.2,76,6000,7.840486666666666,6.918076470588235,6565.5,honda,civic1500gl
37,0,gas,std,two,hatchback,fwd,front,2451.1,51.054,1.65608,1.3538199999999998,1014.231712,ohc,four,1.8025810000000002,1bbl,80.00999999999999,90.932,9.0,86,5800,8.711651851851851,7.127715151515151,7105.5,honda,accord
38,0,gas,std,two,hatchback,fwd,front,2451.1,51.054,1.65608,1.3538199999999998,1038.272088,ohc,four,1.8025810000000002,1bbl,80.00999999999999,90.932,9.0,86,5800,8.711651851851851,7.127715151515151,8185.5,honda,civic1300
39,0,gas,std,four,sedan,fwd,front,2451.1,53.461920000000006,1.65608,1.37414,1045.075968,ohc,four,1.8025810000000002,1bbl,80.00999999999999,90.932,9.0,86,5800,8.711651851851851,7.127715151515151,7960.5,honda,prelude
40,0,gas,std,four,sedan,fwd,front,2451.1,53.461920000000006,1.5875,1.37414,1075.920224,ohc,four,1.8025810000000002,1bbl,80.00999999999999,90.932,9.0,86,5800,8.711651851851851,7.127715151515151,9265.5,honda,accord
41,0,gas,std,four,sedan,fwd,front,2451.1,53.461920000000006,1.65608,1.37414,1118.10428,ohc,four,1.8025810000000002,mpfi,80.00999999999999,90.932,9.0,101,5800,9.800608333333333,8.400521428571428,11650.5,honda,civic
42,1,gas,std,two,sedan,fwd,front,2451.1,51.54168,1.6764,1.2953999999999999,1040.086456,ohc,four,1.8025810000000002,2bbl,80.00999999999999,90.932,9.1,100,5500,9.408584,7.587567741935484,9310.5,honda,civic(auto)
43,0,gas,std,four,sedan,rwd,front,2395.22,52.02936,1.5697199999999998,1.3589,1060.044504,ohc,four,1.8189681000000002,2bbl,84.074,82.042,8.5,78,4800,9.800608333333333,8.110848275862068,6106.5,isuzu,MU-X
44,1,gas,std,two,sedan,fwd,front,2400.2999999999997,47.51832,1.61544,1.3208,850.0314079999999,ohc,four,1.4748390000000002,2bbl,76.96199999999999,78.99399999999999,9.6,70,5400,6.189857894736842,5.4701069767441854,8024.85,isuzu,D-Max 
45,0,gas,std,four,sedan,fwd,front,2400.2999999999997,47.51832,1.61544,1.3208,865.907128,ohc,four,1.4748390000000002,2bbl,76.96199999999999,78.99399999999999,9.6,70,5400,6.189857894736842,5.4701069767441854,8024.85,isuzu,D-MaxV-Cross
46,2,gas,std,two,hatchback,rwd,front,2438.3999999999996,52.60848,1.65608,1.3055599999999998,1240.120528,ohc,four,1.9500649,spfi,87.122,82.042,9.2,90,5000,9.800608333333333,8.110848275862068,9943.2,isuzu,D-Max 
47,0,gas,std,four,sedan,rwd,front,2870.2,60.83808,1.7678399999999999,1.3411199999999999,1844.3050719999999,dohc,six,4.227871800000001,mpfi,92.202,105.91799999999999,8.1,176,4750,15.680973333333332,12.379715789473684,29025.0,jaguar,xj
48,0,gas,std,four,sedan,rwd,front,2870.2,60.83808,1.7678399999999999,1.3411199999999999,1844.3050719999999,dohc,six,4.227871800000001,mpfi,92.202,105.91799999999999,8.1,176,4750,15.680973333333332,12.379715789473684,31995.0,jaguar,xf
49,0,gas,std,two,sedan,rwd,front,2590.7999999999997,58.43016,1.7932399999999997,1.2141199999999999,1791.6884,ohcv,twelve,5.342194600000001,mpfi,89.916,70.10399999999998,11.5,262,5000,18.093430769230768,13.83615294117647,32400.0,jaguar,xk
50,1,gas,std,two,hatchback,fwd,front,2364.74,48.49368,1.63068,1.37414,857.28888,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.840486666666666,7.587567741935484,4675.5,maxda,rx3
51,1,gas,std,two,hatchback,fwd,front,2364.74,48.49368,1.63068,1.37414,861.8248,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.587567741935484,6.189857894736842,5485.5,maxda,glcdeluxe
52,1,gas,std,two,hatchback,fwd,front,2364.74,48.49368,1.63068,1.37414,864.09276,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.587567741935484,6.189857894736842,6115.5,mazda,rx2coupe
53,1,gas,std,four,sedan,fwd,front,2364.74,50.84064000000001,1.63068,1.37414,882.23644,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.587567741935484,6.189857894736842,6025.5,mazda,rx-4
54,1,gas,std,four,sedan,fwd,front,2364.74,50.84064000000001,1.63068,1.37414,884.5044,ohc,four,1.4912261000000002,2bbl,78.232,80.00999999999999,9.0,68,5000,7.587567741935484,6.189857894736842,6655.5,mazda,glcdeluxe
55,3,gas,std,two,hatchback,rwd,front,2420.62,51.5112,1.66878,1.25984,1079.54896,rotor,two,1.147097,4bbl,84.582,82.67699999999999,9.4,101,6000,13.83615294117647,10.226721739130435,9850.5,mazda,626
56,3,gas,std,two,hatchback,rwd,front,2420.62,51.5112,1.66878,1.25984,1079.54896,rotor,two,1.147097,4bbl,84.582,82.67699999999999,9.4,101,6000,13.83615294117647,10.226721739130435,10660.5,mazda,glc
57,3,gas,std,two,hatchback,rwd,front,2420.62,51.5112,1.66878,1.25984,1081.81692,rotor,two,1.147097,4bbl,84.582,82.67699999999999,9.4,101,6000,13.83615294117647,10.226721739130435,12280.5,mazda,rx-7gs
58,3,gas,std,two,hatchback,rwd,front,2420.62,51.5112,1.66878,1.25984,1133.98,rotor,two,1.3109680000000001,mpfi,84.582,82.67699999999999,9.4,135,6000,14.7009125,10.226721739130435,14080.5,mazda,glc4
59,1,gas,std,two,hatchback,fwd,front,2509.52,54.19344000000001,1.6890999999999998,1.36398,1081.81692,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046715384615384,7.35045625,7960.5,mazda,626
60,0,gas,std,four,sedan,fwd,front,2509.52,54.19344000000001,1.6890999999999998,1.4097,1093.15672,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046715384615384,7.35045625,7645.5,mazda,glccustoml
61,1,gas,std,two,hatchback,fwd,front,2509.52,54.19344000000001,1.6890999999999998,1.36398,1081.81692,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046715384615384,7.35045625,9535.5,mazda,glccustom
62,0,gas,std,four,sedan,fwd,front,2509.52,54.19344000000001,1.6890999999999998,1.4097,1093.15672,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046715384615384,7.35045625,9220.5,mazda,rx-4
63,0,diesel,std,four,sedan,fwd,front,2509.52,54.19344000000001,1.6890999999999998,1.4097,1108.125256,ohc,four,1.9992262000000003,idi,86.106,86.106,22.7,64,4650,6.533738888888888,5.600347619047619,9715.5,mazda,glcdeluxe
64,0,gas,std,four,hatchback,fwd,front,2509.52,54.19344000000001,1.6890999999999998,1.4097,1099.9605999999999,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046715384615384,7.35045625,10120.5,mazda,626
65,0,gas,std,four,sedan,rwd,front,2664.46,53.34,1.6789399999999999,1.3817599999999999,1211.09064,ohc,four,2.294194,mpfi,95.50399999999999,80.264,8.0,120,5000,12.379715789473684,8.711651851851851,16452.0,mazda,glc
66,0,diesel,std,four,sedan,rwd,front,2664.46,53.34,1.6789399999999999,1.3817599999999999,1224.6984,ohc,four,2.1958714,idi,87.122,92.456,22.0,72,4200,7.587567741935484,6.031143589743589,16509.600000000002,mazda,rx-7gs
67,-1,diesel,turbo,four,sedan,rwd,front,2794.0,58.18632,1.7856199999999998,1.4351,1594.37588,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691572727272726,9.408584,22996.8,buick,electra225custom
68,-1,diesel,turbo,four,wagon,rwd,front,2794.0,58.18632,1.7856199999999998,1.49098,1700.97,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691572727272726,9.408584,25423.2,buick,centuryluxus(sw)
69,0,diesel,turbo,two,hardtop,rwd,front,2710.18,57.150000000000006,1.7856199999999998,1.3944599999999998,1585.30404,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691572727272726,9.408584,25358.4,buick,century
70,-1,diesel,turbo,four,sedan,rwd,front,2936.24,61.75248,1.82118,1.4300199999999998,1710.04184,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691572727272726,9.408584,28440.0,buick,skyhawk
71,-1,gas,std,four,sedan,rwd,front,2936.24,61.75248,1.82118,1.4351,1696.43408,ohcv,eight,3.8345814000000003,mpfi,87.884,78.74,8.3,155,4750,14.7009125,13.067477777777777,30765.600000000002,buick,opel isuzudeluxe
72,3,gas,std,two,convertible,rwd,front,2453.64,54.95544,1.7907,1.29032,1671.48652,ohcv,eight,3.8345814000000003,mpfi,87.884,78.74,8.3,155,4750,14.7009125,13.067477777777777,31550.4,buick,skylark
73,0,gas,std,four,sedan,rwd,front,3070.86,63.42888,1.82118,1.44018,1769.0088,ohcv,eight,5.047226800000001,mpfi,96.52,85.09,8.0,184,4500,16.801042857142857,14.7009125,36864.0,buick,centuryspecial
74,1,gas,std,two,hardtop,rwd,front,2844.7999999999997,60.71616,1.8288,1.40716,1685.09428,ohcv,eight,4.981678400000001,mpfi,96.52,85.09,8.0,184,4500,16.801042857142857,14.7009125,40860.0,buick,regalsportcoupe(turbo)
75,1,gas,turbo,two,hatchback,rwd,front,2608.58,54.37632000000001,1.7271999999999998,1.3919199999999998,1319.95272,ohc,four,2.294194,mpfi,96.01199999999999,79.248,8.0,175,5000,12.379715789473684,9.800608333333333,14852.7,mercury,cougar
76,2,gas,std,two,hatchback,fwd,front,2379.98,47.945040000000006,1.63576,1.29032,869.989456,ohc,four,1.5076132000000002,2bbl,75.438,82.042,9.4,68,5500,6.357151351351351,5.736941463414634,4850.1,mitsubishi,mirage
77,2,gas,std,two,hatchback,fwd,front,2379.98,47.945040000000006,1.63576,1.29032,881.782848,ohc,four,1.5076132000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,5570.1,mitsubishi,lancer
78,2,gas,std,two,hatchback,fwd,front,2379.98,47.945040000000006,1.63576,1.29032,908.998368,ohc,four,1.5076132000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,6002.1,mitsubishi,outlander
79,1,gas,turbo,two,hatchback,fwd,front,2362.2,47.945040000000006,1.62052,1.29032,972.95484,ohc,four,1.6059358000000001,spdi,76.96199999999999,86.106,7.6,102,5500,9.800608333333333,7.840486666666666,6920.1,mitsubishi,g4
80,3,gas,turbo,two,hatchback,fwd,front,2446.02,52.7304,1.66116,1.2547599999999999,1075.01304,ohc,four,1.8025810000000002,spdi,80.518,87.884,7.5,116,5500,10.226721739130435,7.840486666666666,8963.1,mitsubishi,mirage g4
81,3,gas,std,two,hatchback,fwd,front,2446.02,52.7304,1.66116,1.2547599999999999,1055.962176,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.408584,7.35045625,7649.1,mitsubishi,g4
82,3,gas,turbo,two,hatchback,fwd,front,2435.86,52.79136,1.6840199999999999,1.27508,1285.026136,ohc,four,2.5563876000000003,spdi,90.932,98.044,7.0,145,5000,12.379715789473684,9.800608333333333,11366.1,mitsubishi,outlander
83,3,gas,turbo,two,hatchback,fwd,front,2435.86,52.79136,1.6840199999999999,1.27508,1324.9422319999999,ohc,four,2.5563876000000003,spdi,91.18599999999999,98.044,7.0,145,5000,12.379715789473684,9.800608333333333,13382.1,mitsubishi,g4
84,3,gas,turbo,two,hatchback,fwd,front,2435.86,52.79136,1.6840199999999999,1.27508,1327.210192,ohc,four,2.5563876000000003,spdi,91.18599999999999,98.044,7.0,145,5000,12.379715789473684,9.800608333333333,13040.1,mitsubishi,mirage g4
85,1,gas,std,four,sedan,fwd,front,2446.02,52.547520000000006,1.66116,1.31064,1072.74508,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.408584,7.35045625,6290.1,mitsubishi,montero
86,1,gas,std,four,sedan,fwd,front,2446.02,52.547520000000006,1.66116,1.31064,1090.88876,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.408584,7.35045625,7370.1,mitsubishi,pajero
87,1,gas,turbo,four,sedan,fwd,front,2446.02,52.547520000000006,1.66116,1.31064,1089.981576,ohc,four,1.8025810000000002,spdi,80.518,87.884,7.5,116,5500,10.226721739130435,7.840486666666666,8351.1,mitsubishi,outlander
88,-1,gas,std,four,sedan,fwd,front,2446.02,52.547520000000006,1.66116,1.31064,1089.981576,ohc,four,1.8025810000000002,spdi,80.518,87.884,7.5,116,5500,10.226721739130435,7.840486666666666,8351.1,mitsubishi,mirage g4
89,1,gas,std,two,sedan,fwd,front,2400.2999999999997,50.38344000000001,1.62052,1.3842999999999999,856.835288,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,4949.1,Nissan,versa
90,1,diesel,std,two,sedan,fwd,front,2400.2999999999997,50.38344000000001,1.62052,1.3842999999999999,914.8950639999999,ohc,four,1.6878713,idi,75.946,88.138,21.9,55,4800,5.2269911111111105,4.704292,6389.1,nissan,gt-r
91,1,gas,std,two,sedan,fwd,front,2400.2999999999997,50.38344000000001,1.62052,1.3842999999999999,869.989456,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,5984.1,nissan,rogue
92,1,gas,std,four,sedan,fwd,front,2400.2999999999997,50.38344000000001,1.62052,1.3842999999999999,879.061296,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,6164.1,nissan,latio
93,1,gas,std,four,wagon,fwd,front,2400.2999999999997,51.87696,1.62052,1.3589,918.070208,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,6614.1,nissan,titan
94,1,gas,std,two,sedan,fwd,front,2400.2999999999997,50.38344000000001,1.62052,1.3842999999999999,884.957992,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,6569.1,nissan,leaf
95,1,gas,std,two,hatchback,fwd,front,2400.2999999999997,50.47488,1.62052,1.3538199999999998,919.884576,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,7019.1,nissan,juke
96,1,gas,std,four,sedan,fwd,front,2400.2999999999997,50.38344000000001,1.62052,1.3842999999999999,894.0298319999999,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,6749.1,nissan,latio
97,1,gas,std,four,wagon,fwd,front,2400.2999999999997,51.87696,1.62052,1.3589,923.966904,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,7199.1,nissan,note
98,2,gas,std,two,hardtop,fwd,front,2415.5399999999995,49.499520000000004,1.62052,1.3538199999999998,910.812736,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587567741935484,6.357151351351351,7424.1,nissan,clipper
99,0,gas,std,four,hatchback,fwd,front,2468.88,52.852320000000006,1.65608,1.38938,1054.147808,ohc,four,1.9664520000000003,2bbl,84.582,88.138,8.5,97,5200,8.711651851851851,6.918076470588235,8054.1,nissan,rogue
100,0,gas,std,four,sedan,fwd,front,2468.88,52.852320000000006,1.65608,1.38938,1044.168784,ohc,four,1.9664520000000003,2bbl,84.582,88.138,8.5,97,5200,8.711651851851851,6.918076470588235,8594.1,nissan,nv200
101,0,gas,std,four,sedan,fwd,front,2550.16,55.38216,1.6890999999999998,1.39954,1403.86724,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,152,5200,13.83615294117647,10.691572727272726,12149.1,nissan,dayz
102,0,gas,std,four,wagon,fwd,front,2550.16,56.26608,1.6890999999999998,1.4249399999999999,1495.039232,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,152,5200,13.83615294117647,10.691572727272726,12959.1,nissan,fuga
103,0,gas,std,four,sedan,fwd,front,2550.16,56.26608,1.6890999999999998,1.39954,1387.99152,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,152,5200,12.379715789473684,9.408584,12149.1,nissan,otti
104,3,gas,std,two,hatchback,rwd,front,2319.02,52.02936,1.72466,1.26238,1392.981032,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,160,5200,12.379715789473684,9.408584,15479.1,nissan,teana
105,3,gas,turbo,two,hatchback,rwd,front,2319.02,52.02936,1.72466,1.26238,1423.825288,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,7.8,200,5200,13.83615294117647,10.226721739130435,17729.100000000002,nissan,kicks
106,1,gas,std,two,hatchback,rwd,front,2519.68,54.406800000000004,1.72466,1.26238,1423.825288,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,160,5200,12.379715789473684,9.408584,16559.100000000002,nissan,clipper
107,0,gas,std,four,sedan,rwd,front,2740.66,56.90616,1.73736,1.44018,1369.84784,l,four,1.9664520000000003,mpfi,87.884,81.026,8.4,97,5000,12.379715789473684,9.800608333333333,10710.0,peugeot,504
108,0,diesel,turbo,four,sedan,rwd,front,2740.66,56.90616,1.73736,1.44018,1450.133624,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,8.400521428571428,7.127715151515151,11880.0,peugeot,304
109,0,gas,std,four,wagon,rwd,front,2900.68,60.62472,1.73736,1.49098,1465.10216,l,four,1.9664520000000003,mpfi,87.884,81.026,8.4,97,5000,12.379715789473684,9.800608333333333,11196.0,peugeot,504 (sw)
110,0,diesel,turbo,four,wagon,rwd,front,2900.68,60.62472,1.73736,1.49098,1555.82056,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,9.408584,9.408584,12474.0,peugeot,504
111,0,gas,std,four,sedan,rwd,front,2740.66,56.90616,1.73736,1.44018,1394.7954,l,four,1.9664520000000003,mpfi,87.884,55.626,8.4,95,5000,12.379715789473684,9.800608333333333,14022.0,peugeot,504
112,0,diesel,turbo,four,sedan,rwd,front,2740.66,56.90616,1.73736,1.44018,1475.081184,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,8.400521428571428,7.127715151515151,15210.0,peugeot,604sl
113,0,gas,std,four,wagon,rwd,front,2900.68,60.62472,1.73736,1.44018,1490.04972,l,four,1.9664520000000003,mpfi,87.884,55.626,8.4,95,5000,12.379715789473684,9.800608333333333,15025.5,peugeot,504
